graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
2874,11,11,10,12,12
2875,12,10,12,12,12
2876,12,11,12,12,12
2877,13,10,13,13,12
2878,13,12,13,13,13
2879,12,11,13,13,13
2880,11,12,12,11,13
2881,13,11,13,12,12
2882,8,8,4,8,8
2883,8,9,8,9,9
2884,9,9,8,8,9
2885,9,9,7,9,9
2886,9,9,9,10,10
2887,9,9,9,9,8
2888,8,8,9,9,8
2889,8,9,8,9,8
2890,10,8,10,10,10
2891,9,9,8,10,10
2892,8,8,9,9,9
2893,10,9,5,10,10
2894,8,8,6,9,9
2895,9,8,6,6,9
2896,9,8,8,8,9
2897,8,9,7,9,9
2898,9,9,8,8,7
2899,9,9,5,9,9
2900,8,7,7,9,9
2901,9,8,10,10,10
2902,9,8,7,9,9
2903,10,9,10,10,10
2904,9,9,6,6,10
2905,9,8,7,10,10
2906,10,8,4,10,10
2907,10,8,10,6,10
2908,10,9,7,10,9
2909,10,9,8,8,10
2910,9,9,5,9,9
2911,8,8,4,6,8
2912,7,8,6,7,7
2913,8,8,5,8,8
2914,9,9,6,8,9
2915,8,8,8,8,8
2916,7,7,8,6,8
2917,8,8,6,6,8
2918,7,7,8,6,8
2919,8,8,6,6,8
2920,9,9,7,8,8
2921,8,8,6,8,8
2922,8,7,4,4,8
2923,9,8,6,9,7
2924,7,7,4,8,8
2925,8,8,6,6,8
2926,8,8,8,8,8
2927,8,9,7,9,9
2928,9,7,6,6,9
2929,8,8,6,6,9
2930,7,8,5,8,8
2931,8,8,6,8,8
2932,9,9,5,9,9
2933,7,7,4,8,8
2934,8,8,4,6,8
2935,8,8,6,8,8
2936,8,7,3,4,8
2937,8,8,6,6,8
2938,9,9,7,9,9
2939,9,9,6,9,9
2940,9,7,6,6,9
2941,9,8,6,6,9
2942,9,7,6,6,9
2943,8,8,6,9,9
2944,9,9,8,8,9
2945,8,7,4,8,8
2946,8,8,6,8,8
2947,8,7,5,4,8
2948,8,8,6,8,8
2949,9,9,9,9,9
2950,8,7,6,9,9
2951,8,8,7,9,9
2952,9,9,3,9,9
2953,9,7,8,9,9
2954,8,8,7,9,9
2955,9,7,6,6,9
2956,9,8,6,9,9
2957,9,9,9,9,9
2958,10,10,7,6,10
2959,10,7,6,10,10
2960,10,8,8,8,10
2961,10,7,6,10,10
2962,8,8,6,6,10
2963,10,9,9,10,10
2964,10,10,10,10,10
2965,9,10,8,8,10
2966,11,10,8,9,10
2967,10,9,7,8,10
2968,10,10,6,10,5
2969,10,10,9,10,9
2970,11,10,10,8,11
2971,10,10,10,10,11
2972,9,10,8,8,8
2973,10,10,8,10,8
2974,9,9,10,10,10
2975,9,10,11,8,11
2976,11,10,10,10,9
2977,11,8,9,11,9
2978,11,8,8,11,9
2979,10,9,10,10,8
2980,11,9,11,10,7
2981,10,10,7,10,10
2982,9,11,9,11,10
2983,10,9,6,6,10
2984,11,9,9,11,11
2985,10,9,8,10,10
2986,11,9,8,8,11
2987,10,10,10,9,11
2988,10,10,9,10,10
2989,7,8,7,4,8
2990,9,9,7,9,7
2991,9,8,8,9,9
2992,9,9,3,4,9
2993,9,8,6,7,9
2994,7,9,8,9,9
2995,10,10,6,10,10
2996,10,8,6,10,10
2997,10,9,8,8,6
2998,10,10,10,10,10
2999,10,8,6,6,10
3000,10,9,8,10,10
3001,9,9,7,7,9
3002,10,10,6,10,10
3003,9,8,8,8,9
3004,9,9,8,9,9
3005,8,9,9,9,9
3006,9,10,10,10,10
3007,7,7,6,9,9
3008,9,9,6,6,7
3009,8,8,7,9,9
3010,10,10,8,10,10
3011,10,9,8,8,7
3012,8,8,10,10,10
3013,10,8,8,10,10
3014,10,9,8,10,10
3015,9,9,9,10,9
3016,10,10,10,10,10
3017,11,10,6,6,11
3018,11,10,10,8,9
3019,9,9,10,10,10
3020,10,9,10,10,10
3021,10,9,10,10,10
3022,10,9,11,8,11
3023,11,10,10,10,11
3024,11,10,11,11,11
3025,9,9,3,9,9
3026,9,9,3,7,9
3027,9,10,7,10,10
3028,7,8,8,9,9
3029,9,9,8,9,9
3030,9,9,7,9,9
3031,10,10,8,10,10
3032,10,8,7,7,10
3033,10,8,7,10,10
3034,10,9,7,10,10
3035,10,9,7,7,10
3036,10,10,8,10,10
3037,9,9,5,5,9
3038,7,9,8,7,9
3039,10,10,6,10,10
3040,8,8,5,9,9
3041,9,8,4,10,10
3042,9,9,4,9,10
3043,8,9,7,9,9
3044,10,10,8,10,10
3045,10,10,4,10,10
3046,10,8,7,10,10
3047,9,9,6,10,10
3048,9,9,7,10,10
3049,8,10,7,10,9
3050,10,10,6,10,10
3051,10,8,6,10,7
3052,8,9,8,10,9
3053,10,9,10,10,10
3054,7,10,10,10,10
3055,11,11,5,11,11
3056,11,9,5,11,11
3057,11,8,7,11,11
3058,11,9,7,11,7
3059,9,9,9,11,11
3060,9,10,9,11,9
3061,10,9,8,10,10
3062,8,9,10,10,10
3063,8,9,9,9,10
3064,8,9,6,7,10
3065,10,10,7,6,11
3066,11,10,8,8,10
3067,10,10,6,10,10
3068,10,10,8,10,9
3069,10,9,7,9,10
3070,10,10,10,10,10
3071,10,9,10,10,10
3072,10,10,10,10,10
3073,11,9,9,11,11
3074,11,9,9,11,11
3075,11,9,8,11,11
3076,11,9,10,10,10
3077,11,10,8,8,11
3078,11,10,9,11,10
3079,12,11,6,8,12
3080,12,11,10,10,12
3081,11,11,10,10,10
3082,12,11,10,10,9
3083,10,10,8,8,10
3084,8,10,10,10,10
3085,9,9,8,8,9
3086,9,9,8,8,9
3087,10,10,6,6,9
3088,10,10,8,8,10
3089,10,10,10,8,10
3090,10,10,6,10,10
3091,10,10,10,10,10
3092,10,9,7,10,10
3093,10,10,8,9,8
3094,10,10,8,8,10
3095,10,10,9,8,10
3096,11,11,8,11,9
3097,9,9,9,9,10
3098,11,9,10,10,11
3099,11,11,6,10,11
3100,10,9,10,7,10
3101,11,11,10,8,11
3102,10,10,10,10,10
3103,11,10,10,10,10
3104,9,8,9,8,8
3105,9,8,8,9,9
3106,9,9,9,9,9
3107,9,8,8,9,8
3108,8,9,8,9,9
3109,10,9,10,10,8
3110,10,9,6,10,10
3111,9,9,10,10,10
3112,9,7,9,9,9
3113,9,9,8,8,9
3114,9,8,8,8,9
3115,8,9,10,10,10
3116,10,10,8,10,10
3117,10,8,8,10,10
3118,10,10,8,10,10
3119,10,8,6,6,10
3120,10,10,8,8,10
3121,10,9,10,10,9
3122,10,9,10,10,10
3123,10,9,10,9,9
3124,10,9,6,10,10
3125,10,9,10,10,10
3126,9,9,10,10,10
3127,10,9,8,10,8
3128,10,9,7,9,10
3129,9,10,9,4,10
3130,10,10,6,9,10
3131,10,9,8,10,10
3132,10,9,9,10,9
3133,11,9,9,11,11
3134,10,10,11,11,11
3135,11,10,11,11,11
3136,9,8,8,8,10
3137,10,9,6,10,10
3138,10,9,10,10,10
3139,10,9,10,8,10
3140,10,9,10,10,10
3141,10,10,8,10,10
3142,10,10,7,9,10
3143,10,9,10,10,10
3144,10,9,10,10,9
3145,9,10,6,7,11
3146,9,9,7,11,11
3147,10,10,8,8,11
3148,11,9,8,8,11
3149,9,10,8,8,11
3150,11,10,8,8,9
3151,9,10,8,7,11
3152,9,9,7,8,9
3153,9,9,8,8,10
3154,10,9,9,8,10
3155,10,10,8,10,8
3156,9,10,8,10,10
3157,9,9,8,10,10
3158,10,9,8,10,10
3159,9,9,8,9,9
3160,10,9,9,9,10
3161,10,10,10,10,10
3162,10,10,7,8,10
3163,11,11,7,11,10
3164,9,9,10,6,10
3165,11,11,11,11,9
3166,10,9,10,10,8
3167,11,11,8,11,11
3168,10,10,10,8,10
3169,11,10,9,8,9
3170,10,9,8,8,10
3171,10,9,10,10,10
3172,9,8,10,10,10
3173,10,8,6,10,10
3174,8,9,9,10,10
3175,10,9,6,8,8
3176,9,9,8,10,10
3177,10,9,8,10,9
3178,10,8,8,10,10
3179,10,9,10,10,9
3180,10,9,8,8,10
3181,10,9,10,10,10
3182,9,9,8,10,7
3183,10,9,8,8,10
3184,10,10,10,8,8
3185,10,10,8,8,10
3186,10,10,9,10,10
3187,10,10,8,8,10
3188,9,9,8,10,8
3189,10,9,8,10,10
3190,11,10,6,11,11
3191,11,9,8,11,11
3192,8,10,8,10,11
3193,11,9,10,10,11
3194,10,10,10,10,11
3195,11,10,11,10,11
3196,10,10,10,10,10
3197,10,10,10,10,11
3198,10,10,10,10,11
3199,10,10,10,9,10
3200,10,10,10,10,10
3201,11,11,11,10,10
3202,11,11,11,5,11
3203,10,10,8,8,10
3204,11,10,11,10,11
3205,11,10,6,7,11
3206,11,11,10,11,11
3207,11,10,6,10,10
3208,11,11,10,10,11
3209,11,11,10,10,11
3210,11,11,10,10,11
3211,8,9,6,10,10
3212,10,10,10,10,10
3213,10,10,10,10,10
3214,10,10,10,7,10
3215,10,10,6,10,10
3216,10,10,6,10,10
3217,11,9,6,7,7
3218,11,9,9,11,9
3219,11,10,8,11,11
3220,9,10,9,9,10
3221,11,11,9,11,11
3222,10,8,8,8,9
3223,10,9,10,10,10
3224,10,9,8,10,10
3225,10,9,8,10,7
3226,10,9,10,11,10
3227,9,9,10,10,6
3228,11,9,11,11,7
3229,10,9,10,10,10
3230,11,9,11,10,11
3231,11,9,9,11,11
3232,9,10,9,9,11
3233,7,9,11,7,11
3234,11,10,8,11,11
3235,11,10,8,8,11
3236,11,10,9,11,11
3237,9,10,10,10,11
3238,11,10,10,11,10
3239,9,11,8,11,11
3240,11,11,9,9,11
3241,10,10,10,10,8
3242,11,11,11,11,11
3243,11,9,7,11,11
3244,11,10,7,11,11
3245,8,10,8,11,11
3246,11,11,9,11,11
3247,11,10,7,11,11
3248,9,11,10,10,11
3249,10,10,8,11,11
3250,11,10,8,11,11
3251,11,11,9,11,11
3252,12,9,6,12,12
3253,12,9,6,12,12
3254,12,10,8,12,12
3255,12,10,12,8,12
3256,11,11,9,11,11
3257,11,10,9,11,11
3258,11,10,9,7,11
3259,10,10,8,11,11
3260,10,10,10,11,11
3261,12,10,10,12,12
3262,9,10,12,12,10
3263,12,10,6,6,12
3264,12,10,8,8,9
3265,12,11,8,8,12
3266,11,11,7,12,11
3267,12,12,10,10,12
3268,12,12,9,10,10
3269,11,10,9,11,11
3270,10,10,10,10,10
3271,11,11,11,10,10
3272,11,11,11,10,10
3273,10,11,11,11,11
3274,10,8,10,10,10
3275,9,8,8,8,9
3276,10,8,8,8,10
3277,9,8,7,7,9
3278,9,9,8,8,9
3279,9,8,8,8,10
3280,9,9,8,8,9
3281,9,9,9,9,9
3282,9,9,10,10,10
3283,10,8,8,10,10
3284,9,8,6,9,10
3285,10,9,8,8,10
3286,10,10,6,6,8
3287,10,9,10,8,10
3288,10,9,10,9,10
3289,9,8,8,8,8
3290,7,9,7,7,9
3291,9,9,8,8,10
3292,8,9,6,7,10
3293,10,9,6,10,9
3294,9,8,8,9,9
3295,9,9,7,8,9
3296,10,10,8,10,9
3297,8,8,8,10,9
3298,10,10,8,10,10
3299,10,10,10,10,10
3300,10,9,10,10,10
3301,10,9,9,10,10
3302,9,10,10,10,10
3303,10,10,10,10,10
3304,11,10,7,11,11
3305,9,9,9,11,11
3306,8,8,9,11,11
3307,10,9,9,9,11
3308,11,11,9,11,11
3309,10,10,10,10,11
3310,10,10,8,10,10
3311,9,9,9,11,11
3312,10,9,9,8,10
3313,11,10,9,8,10
3314,10,10,10,10,10
3315,11,9,9,10,11
3316,10,9,8,9,11
3317,11,10,10,10,10
3318,11,8,7,11,11
3319,10,10,8,11,10
3320,10,11,8,11,11
3321,11,9,11,11,11
3322,10,10,11,11,11
3323,11,11,11,11,9
3324,11,10,8,11,11
3325,11,11,10,10,8
3326,12,9,10,12,12
3327,11,10,10,10,12
3328,12,11,10,12,11
3329,12,10,10,10,10
3330,12,12,10,12,12
3331,12,11,10,12,10
3332,10,10,9,10,10
3333,10,10,8,8,10
3334,10,10,6,10,10
3335,11,11,8,11,11
3336,10,10,10,10,10
3337,11,10,8,8,8
3338,11,9,10,10,11
3339,11,11,10,10,11
3340,10,10,8,10,11
3341,11,10,8,8,11
3342,11,10,8,8,11
3343,10,10,11,11,11
3344,12,9,10,12,12
3345,12,10,8,8,12
3346,10,11,10,10,11
3347,11,11,10,10,11
3348,11,11,11,8,10
3349,11,10,9,11,9
3350,11,10,10,10,10
3351,11,11,8,8,11
3352,11,10,11,7,11
3353,10,10,8,8,8
3354,11,11,10,10,11
3355,12,10,8,8,12
3356,11,10,10,10,12
3357,11,11,9,10,10
3358,8,11,7,11,11
3359,11,11,9,11,11
3360,9,11,10,7,9
3361,10,10,8,6,10
3362,11,11,8,8,8
3363,11,11,10,10,10
3364,10,10,6,10,10
3365,11,11,9,8,11
3366,11,10,10,10,9
3367,11,11,11,8,11
3368,11,10,11,11,8
3369,11,11,11,11,11
3370,11,11,10,10,10
3371,11,11,10,11,11
3372,10,9,8,8,10
3373,10,10,8,8,10
3374,9,9,8,8,9
3375,10,10,6,6,10
3376,9,10,8,8,10
3377,9,9,9,10,10
3378,9,10,10,10,10
3379,9,9,9,9,9
3380,10,10,8,10,10
3381,10,9,10,10,10
3382,9,9,9,9,9
3383,8,10,8,10,10
3384,8,10,10,10,10
3385,9,9,4,10,9
3386,10,10,8,10,10
3387,10,10,10,10,10
3388,10,10,10,10,10
3389,9,10,8,8,10
3390,10,9,10,9,10
3391,10,10,6,7,10
3392,10,9,10,9,10
3393,10,10,8,8,10
3394,9,9,6,6,10
3395,10,10,9,9,10
3396,10,10,8,9,10
3397,10,10,9,9,10
3398,10,10,10,10,10
3399,10,10,6,10,10
3400,10,10,5,10,10
3401,10,9,6,10,10
3402,10,8,5,10,6
3403,11,11,11,11,11
3404,10,9,8,8,10
3405,11,11,11,11,11
3406,11,9,11,8,11
3407,9,9,10,10,10
3408,10,10,10,10,10
3409,10,10,10,10,10
3410,9,10,8,8,10
3411,10,10,10,10,10
3412,11,9,8,8,11
3413,11,11,3,11,11
3414,11,11,10,10,11
3415,10,9,7,10,10
3416,11,10,7,7,11
3417,11,11,10,11,11
3418,11,10,10,10,8
3419,10,9,9,8,8
3420,10,9,8,11,11
3421,10,9,8,10,9
3422,9,9,10,10,10
3423,11,8,8,10,10
3424,10,9,10,10,11
3425,11,9,7,11,11
3426,11,9,11,9,11
3427,10,10,11,11,11
3428,10,10,10,10,10
3429,11,9,8,11,11
3430,10,10,11,11,10
3431,11,9,9,10,10
3432,11,9,10,10,11
3433,11,10,8,10,11
3434,12,9,8,8,12
3435,11,9,12,8,12
3436,11,10,6,11,10
3437,9,11,8,11,11
3438,11,11,10,10,10
3439,12,10,8,12,11
3440,11,11,10,10,10
3441,11,12,10,10,12
3442,12,11,10,10,10
3443,12,12,8,9,12
3444,12,11,9,12,12
3445,11,8,7,7,11
3446,10,9,10,10,10
3447,10,9,8,10,10
3448,11,9,11,8,7
3449,9,9,8,10,10
3450,10,10,8,10,10
3451,10,10,10,10,10
3452,11,10,10,10,10
3453,11,9,11,10,11
3454,10,10,10,8,8
3455,10,9,10,8,10
3456,10,10,10,10,10
3457,10,9,11,9,11
3458,10,9,8,11,11
3459,11,9,7,11,11
3460,11,10,8,8,10
3461,11,11,9,11,11
3462,10,10,7,11,11
3463,10,10,10,11,11
3464,11,9,11,8,8
3465,10,10,11,11,10
3466,11,9,7,8,11
3467,11,10,11,11,11
3468,11,10,11,11,9
3469,10,11,11,11,11
3470,11,10,6,9,11
3471,10,11,8,11,11
3472,12,10,10,12,12
3473,12,10,10,12,12
3474,12,10,9,12,12
3475,11,11,10,12,12
3476,11,11,11,11,11
3477,12,12,11,12,11
3478,11,11,11,11,11
3479,10,10,7,8,10
3480,10,10,10,11,11
3481,11,9,8,11,11
3482,10,10,9,11,11
3483,11,11,10,10,7
3484,11,10,8,11,11
3485,11,11,10,10,11
3486,11,9,10,10,11
3487,9,10,11,11,11
3488,11,11,9,11,11
3489,10,10,11,11,11
3490,12,9,10,12,12
3491,12,9,8,12,12
3492,12,10,8,9,12
3493,12,12,8,8,12
3494,11,10,6,12,11
3495,12,10,10,12,10
3496,12,11,10,12,12
3497,10,10,6,10,10
3498,12,11,12,8,12
3499,13,10,9,11,12
3500,12,10,8,8,10
3501,13,11,10,10,9
3502,13,13,10,10,12
3503,13,11,10,13,13
3504,11,11,7,7,11
3505,8,10,8,8,10
3506,10,10,8,8,8
3507,11,11,8,8,9
3508,9,10,7,10,10
3509,11,9,9,11,11
3510,10,10,10,11,7
3511,11,11,10,8,11
3512,8,10,8,9,10
3513,10,10,8,10,10
3514,11,11,7,11,9
3515,11,11,9,11,11
3516,11,9,8,11,11
3517,11,10,8,10,11
3518,11,9,7,11,11
3519,11,10,7,11,10
3520,11,11,10,10,11
3521,10,10,8,8,10
3522,10,10,6,6,10
3523,11,11,6,11,10
3524,11,11,7,7,11
3525,11,9,8,11,11
3526,11,10,8,11,11
3527,11,9,7,11,11
3528,11,10,9,11,11
3529,8,11,8,10,11
3530,12,12,10,12,12
3531,12,9,10,12,12
3532,12,10,12,12,12
3533,12,9,12,12,12
3534,12,10,12,12,9
3535,12,11,11,11,11
3536,11,10,7,11,11
3537,11,10,10,10,10
3538,11,11,9,11,11
3539,10,11,7,11,10
3540,9,10,8,11,11
3541,8,9,9,11,11
3542,11,11,10,11,10
3543,12,9,8,8,12
3544,12,10,8,12,12
3545,12,9,12,12,12
3546,12,10,10,11,10
3547,12,11,12,12,12
3548,10,9,8,8,10
3549,11,9,8,10,7
3550,10,9,8,9,10
3551,9,9,10,10,6
3552,11,10,9,11,11
3553,11,10,8,8,11
3554,11,10,8,11,11
3555,10,9,8,8,10
3556,9,11,9,9,10
3557,11,9,10,10,11
3558,11,10,10,11,11
3559,11,10,11,11,11
3560,11,10,7,11,6
3561,11,11,10,10,11
3562,10,8,10,9,10
3563,11,11,7,11,9
3564,11,8,8,11,11
3565,10,10,9,11,11
3566,10,9,8,8,11
3567,11,11,10,11,11
3568,12,9,8,12,12
3569,12,10,10,12,12
3570,11,9,12,12,12
3571,12,10,12,11,12
3572,12,10,12,12,12
3573,12,11,10,11,12
3574,11,11,10,10,12
3575,11,11,9,10,11
3576,11,10,10,10,9
3577,11,10,10,10,10
3578,12,10,12,12,12
3579,11,11,11,12,12
3580,9,11,12,12,12
3581,11,11,7,6,11
3582,8,10,10,10,8
3583,10,10,10,10,10
3584,9,11,9,9,10
3585,11,11,8,8,10
3586,8,10,8,8,10
3587,11,11,8,11,11
3588,10,10,10,10,10
3589,11,9,9,11,11
3590,11,10,7,11,11
3591,11,11,10,10,10
3592,11,11,10,10,11
3593,10,10,6,10,10
3594,10,11,7,8,10
3595,11,9,5,11,11
3596,11,10,8,8,9
3597,11,9,7,11,11
3598,11,10,9,11,11
3599,11,11,9,8,9
3600,10,10,10,10,10
3601,10,10,6,8,10
3602,11,11,10,10,11
3603,11,9,8,8,11
3604,11,10,10,10,11
3605,11,10,8,11,11
3606,11,11,9,9,10
3607,12,12,6,12,12
3608,12,9,7,12,12
3609,12,10,10,10,12
3610,12,9,9,12,11
3611,12,10,9,8,11
3612,12,11,10,10,12
3613,10,10,10,11,11
3614,11,10,9,11,9
3615,11,10,7,4,11
3616,11,10,10,11,11
3617,11,10,10,11,10
3618,11,8,10,10,10
3619,9,10,6,11,9
3620,11,9,9,11,11
3621,8,9,10,10,11
3622,12,11,7,8,10
3623,12,9,8,8,12
3624,12,10,10,10,7
3625,12,10,10,12,8
3626,11,9,7,10,10
3627,9,9,8,8,10
3628,10,10,10,10,11
3629,9,10,8,11,11
3630,12,10,12,12,12
3631,12,10,9,12,12
3632,12,10,8,12,12
3633,11,9,8,8,11
3634,10,9,10,10,11
3635,12,9,10,10,7
3636,12,11,8,12,12
3637,8,9,6,10,12
3638,12,11,8,12,8
3639,12,10,10,8,12
3640,12,10,9,10,12
3641,9,11,8,8,9
3642,12,11,8,12,9
3643,12,11,7,9,12
3644,10,9,10,10,10
3645,11,9,8,11,10
3646,11,11,10,10,11
3647,10,9,10,10,10
3648,11,9,10,10,10
3649,10,10,10,8,9
3650,10,11,7,11,11
3651,10,11,7,11,11
3652,10,10,10,8,10
3653,10,10,8,8,10
3654,10,9,10,10,10
3655,11,12,9,8,12
3656,9,9,10,10,11
3657,11,12,10,10,11
3658,10,10,10,10,11
3659,12,10,9,10,10
3660,11,11,8,8,11
3661,11,11,8,8,11
3662,10,10,6,6,10
3663,9,10,5,7,10
3664,11,11,8,8,11
3665,11,11,11,11,11
3666,10,10,6,8,10
3667,10,10,6,6,6
3668,9,10,6,8,10
3669,10,11,9,4,11
3670,10,10,8,10,10
3671,9,10,10,10,10
3672,10,10,10,10,9
3673,9,11,11,11,10
3674,11,9,7,11,11
3675,11,10,11,10,11
3676,10,9,9,11,11
3677,9,10,7,11,11
3678,11,10,9,11,6
3679,11,11,11,11,10
3680,11,11,7,7,11
3681,10,10,6,6,10
3682,11,11,10,10,11
3683,10,10,7,10,10
3684,8,10,6,10,9
3685,10,11,8,8,11
3686,11,10,8,8,11
3687,10,10,5,8,11
3688,9,10,8,8,11
3689,11,11,10,8,11
3690,10,10,8,8,10
3691,10,10,7,10,10
3692,10,10,10,10,10
3693,10,11,11,11,11
3694,11,9,8,7,11
3695,9,10,8,8,11
3696,11,10,4,11,11
3697,10,10,9,4,8
3698,11,11,10,10,11
3699,11,9,4,11,11
3700,11,9,11,11,11
3701,11,10,7,8,10
3702,11,9,8,11,11
3703,11,10,8,11,11
3704,10,10,8,11,11
3705,7,11,9,11,11
3706,12,12,4,6,12
3707,12,9,8,7,8
3708,12,9,6,6,6
3709,12,10,8,12,12
3710,12,9,10,12,12
3711,12,10,8,12,12
3712,12,10,7,12,8
3713,12,11,8,7,12
3714,10,10,10,11,11
3715,10,9,7,11,11
3716,11,9,10,11,11
3717,11,10,6,8,11
3718,11,9,9,9,11
3719,11,9,10,11,11
3720,11,10,8,11,11
3721,9,10,6,8,10
3722,11,9,9,9,10
3723,11,9,10,10,11
3724,11,10,9,11,11
3725,9,10,8,11,11
3726,11,10,8,11,11
3727,11,10,10,11,7
3728,10,11,8,12,12
3729,12,9,9,9,12
3730,12,11,8,7,12
3731,12,9,7,7,12
3732,12,11,8,8,12
3733,12,10,10,10,12
3734,12,10,9,11,9
3735,10,8,6,8,10
3736,11,8,6,11,7
3737,11,9,10,11,11
3738,11,9,8,8,11
3739,11,8,10,10,11
3740,10,9,11,11,11
3741,11,10,11,11,11
3742,11,9,10,8,11
3743,11,9,10,10,11
3744,11,10,9,10,10
3745,11,9,10,10,11
3746,11,9,10,10,8
3747,11,10,8,11,11
3748,11,10,5,8,11
3749,11,10,8,11,9
3750,12,9,8,8,12
3751,12,11,7,12,8
3752,12,9,8,7,12
3753,12,11,7,8,12
3754,12,10,8,8,12
3755,12,10,7,11,12
3756,10,10,10,10,9
3757,11,10,10,10,11
3758,11,11,11,10,11
3759,12,10,8,8,12
3760,11,12,10,10,12
3761,11,11,8,9,12
3762,12,11,10,10,12
3763,12,12,10,12,12
3764,10,12,10,12,11
3765,12,10,12,12,12
3766,12,10,10,10,9
3767,11,11,12,12,12
3768,12,11,8,12,11
3769,12,12,12,12,8
3770,11,12,6,9,8
3771,12,11,8,11,12
3772,11,11,7,12,8
3773,12,11,8,9,11
3774,10,12,10,10,7
3775,12,12,6,7,12
3776,12,11,10,12,12
3777,12,11,6,12,12
3778,12,12,8,8,8
3779,13,10,11,13,13
3780,13,10,8,13,13
3781,13,11,8,9,13
3782,13,10,7,10,13
3783,13,11,10,13,8
3784,13,11,7,12,13
3785,12,12,10,13,13
3786,12,10,12,11,12
3787,12,10,10,7,10
3788,12,10,10,12,12
3789,13,11,10,13,13
3790,13,10,10,10,13
3791,13,11,10,10,13
3792,11,11,11,13,10
3793,11,11,11,13,13
3794,12,10,8,8,12
3795,12,10,10,10,10
3796,13,10,9,13,13
3797,13,11,7,12,13
3798,13,11,8,9,12
3799,13,11,10,9,13
3800,13,12,10,10,11
3801,13,12,10,13,12
3802,11,11,11,6,11
3803,12,10,12,12,11
3804,9,11,9,8,11
3805,11,11,11,11,11
3806,11,10,12,12,11
3807,12,11,12,12,12
3808,12,12,8,8,12
3809,10,12,9,12,12
3810,11,12,10,12,12
3811,12,12,12,12,12
3812,13,11,8,13,13
3813,11,11,13,10,13
3814,13,12,13,13,13
3815,12,12,10,12,12
3816,10,12,12,12,12
3817,13,12,13,13,13
3818,11,11,12,12,12
3819,12,11,9,11,10
3820,12,11,10,12,10
3821,11,11,12,12,10
3822,12,11,9,12,12
3823,11,11,8,12,11
3824,13,10,9,13,13
3825,13,11,11,11,11
3826,12,12,8,9,12
3827,11,12,6,12,12
3828,12,12,10,10,10
3829,12,11,8,8,12
3830,10,12,8,12,8
3831,11,11,10,10,13
3832,13,11,10,10,13
3833,13,12,11,13,12
3834,12,11,12,12,12
3835,13,11,8,10,10
3836,11,10,10,10,12
3837,12,12,10,10,12
3838,13,12,10,10,11
3839,13,11,12,12,12
3840,12,11,10,10,9
3841,12,11,10,10,12
3842,12,12,11,12,12
3843,13,12,10,10,8
3844,12,12,4,9,12
3845,13,12,10,13,13
3846,12,10,10,12,12
3847,12,10,10,10,12
3848,12,11,12,12,12
3849,12,11,12,12,8
3850,10,11,8,12,11
3851,12,11,12,12,12
3852,11,10,6,12,8
3853,12,11,10,12,11
3854,12,11,8,12,9
3855,12,11,8,12,12
3856,12,9,10,10,12
3857,12,11,9,12,11
3858,12,11,8,8,12
3859,11,10,10,8,8
3860,13,10,11,13,9
3861,13,12,10,13,13
3862,11,12,10,13,13
3863,13,10,7,13,13
3864,13,11,8,9,10
3865,13,12,7,5,7
3866,13,11,13,8,9
3867,13,13,10,10,13
3868,13,13,13,13,13
3869,12,12,10,10,13
3870,11,11,13,13,11
3871,13,11,9,13,9
3872,12,12,10,13,13
3873,14,11,12,12,14
3874,14,11,12,14,14
3875,14,12,12,14,14
3876,13,12,12,14,14
3877,8,8,6,8,8
3878,8,8,6,6,8
3879,8,8,6,6,8
3880,9,9,8,9,9
3881,9,8,9,9,9
3882,8,9,6,6,9
3883,8,9,6,9,9
3884,9,8,5,9,9
3885,9,8,5,9,9
3886,9,9,9,9,9
3887,9,9,3,9,9
3888,9,9,6,8,9
3889,9,8,6,9,9
3890,9,8,7,9,9
3891,7,9,8,9,9
3892,9,9,7,9,9
3893,10,10,7,6,10
3894,10,9,8,8,10
3895,10,9,4,10,10
3896,10,9,7,10,9
3897,10,10,6,4,10
3898,10,10,9,10,10
3899,10,10,10,10,10
3900,8,9,9,10,10
3901,10,9,10,10,10
3902,10,9,10,10,10
3903,9,9,8,10,10
3904,10,10,10,10,10
3905,10,10,8,8,10
3906,10,10,10,10,10
3907,10,10,10,10,10
3908,11,10,9,4,8
3909,11,10,8,8,10
3910,11,10,10,10,11
3911,11,10,10,10,11
3912,11,11,10,10,11
3913,11,11,9,10,10
3914,10,9,10,10,7
3915,11,11,7,11,11
3916,10,10,10,10,10
3917,7,10,7,8,11
3918,11,9,9,11,11
3919,10,10,10,10,10
3920,11,10,5,11,11
3921,10,10,9,9,10
3922,10,10,10,10,10
3923,10,9,10,10,10
3924,11,9,10,11,11
3925,11,9,9,9,11
3926,11,9,8,8,11
3927,9,10,10,10,11
3928,11,9,8,8,11
3929,11,10,11,9,11
3930,10,10,11,9,11
3931,11,10,10,10,11
3932,10,10,10,10,10
3933,11,10,10,11,8
3934,11,11,11,9,11
3935,11,11,10,10,11
3936,10,10,6,10,10
3937,10,11,11,11,10
3938,11,11,9,11,11
3939,10,10,8,11,11
3940,10,10,6,6,10
3941,11,11,8,11,11
3942,7,10,8,8,8
3943,11,11,7,10,9
3944,11,10,8,8,11
3945,11,10,11,11,8
3946,11,11,10,10,10
