graph_number,GW,greedy,qaoa(p=1),qaoa(p=2),qaoa(p=3)
9878,12,12,6,12,9
9879,13,13,10,10,13
9880,13,13,12,12,13
9881,12,13,10,10,11
9882,13,13,11,11,12
9883,13,12,12,12,11
9884,13,12,12,13,12
9885,12,13,10,10,9
9886,11,13,12,12,11
9887,10,11,12,12,12
9888,12,11,12,12,12
9889,13,11,10,10,12
9890,13,11,10,10,13
9891,12,11,10,12,12
9892,11,11,12,11,11
9893,12,11,8,8,12
9894,13,11,12,9,12
9895,12,12,10,10,12
9896,11,12,12,12,10
9897,12,12,10,12,12
9898,12,12,10,10,12
9899,12,12,10,13,13
9900,12,12,12,12,7
9901,12,11,12,12,12
9902,13,12,10,10,13
9903,12,12,11,11,12
9904,13,12,10,12,10
9905,13,12,12,12,13
9906,12,13,12,12,12
9907,12,13,13,12,13
9908,12,13,12,12,9
9909,14,12,14,14,14
9910,14,12,10,14,13
9911,14,14,12,12,14
9912,14,14,12,13,14
9913,14,14,12,12,12
9914,13,14,12,12,14
9915,14,14,14,14,14
9916,11,11,7,12,12
9917,12,11,10,10,9
9918,11,11,10,10,11
9919,12,11,12,12,10
9920,11,10,9,11,11
9921,11,11,10,10,11
9922,11,10,9,12,12
9923,11,11,10,10,12
9924,12,11,8,11,12
9925,12,11,12,8,12
9926,12,11,6,12,12
9927,10,10,11,11,9
9928,12,10,10,11,12
9929,11,11,8,12,12
9930,10,10,11,11,11
9931,12,11,10,12,12
9932,12,12,8,9,9
9933,12,10,8,7,10
9934,12,10,8,8,12
9935,12,10,8,12,12
9936,12,11,10,10,9
9937,11,10,10,10,12
9938,11,11,9,9,12
9939,12,11,5,10,11
9940,13,12,10,10,13
9941,12,11,8,8,8
9942,13,12,11,9,13
9943,13,11,10,8,11
9944,12,11,9,11,13
9945,13,12,12,12,12
9946,13,12,12,12,12
9947,12,12,10,13,13
9948,13,12,12,12,9
9949,12,11,12,12,12
9950,13,11,10,10,13
9951,13,12,10,13,13
9952,12,11,11,13,9
9953,12,12,11,12,12
9954,12,11,12,12,12
9955,12,11,10,10,12
9956,12,12,11,11,13
9957,12,12,9,5,12
9958,13,12,10,9,13
9959,13,12,10,10,13
9960,12,12,10,13,10
9961,12,12,13,6,12
9962,11,11,11,12,12
9963,12,12,12,11,12
9964,12,11,11,12,11
9965,11,12,12,12,11
9966,13,12,13,13,12
9967,13,13,13,13,13
9968,13,13,13,13,13
9969,13,13,12,12,9
9970,13,12,9,11,12
9971,13,12,10,10,10
9972,13,13,12,12,12
9973,13,13,12,11,12
9974,13,13,12,12,13
9975,11,13,12,12,13
9976,12,13,10,13,13
9977,13,13,12,12,10
9978,10,13,12,12,14
9979,13,13,12,14,11
9980,14,13,12,14,12
9981,12,13,12,14,13
9982,11,11,12,12,12
9983,11,11,4,12,12
9984,11,11,11,9,11
9985,11,11,10,10,11
9986,11,11,6,11,11
9987,12,11,5,12,9
9988,11,11,10,10,11
9989,11,11,10,10,12
9990,12,10,9,10,12
9991,13,10,10,10,13
9992,13,10,12,12,12
9993,12,11,12,10,12
9994,11,11,10,10,11
9995,11,11,8,8,12
9996,13,11,10,10,13
9997,12,12,12,12,12
9998,12,12,12,12,13
9999,11,11,8,8,10
10000,12,11,12,12,12
10001,12,13,12,12,13
10002,12,11,11,12,13
10003,13,13,10,10,8
10004,12,11,8,7,12
10005,12,11,10,10,13
10006,12,11,10,10,12
10007,12,11,12,12,12
10008,12,12,10,10,12
10009,13,12,9,11,11
10010,12,11,12,12,12
10011,12,11,9,6,11
10012,13,13,10,13,13
10013,12,11,11,13,8
10014,13,13,10,13,13
10015,13,11,10,10,13
10016,12,11,8,3,12
10017,13,11,5,10,9
10018,12,12,4,8,12
10019,13,12,12,13,11
10020,13,12,10,10,13
10021,10,12,12,12,12
10022,13,12,10,10,11
10023,11,11,11,9,10
10024,12,11,10,10,11
10025,12,11,8,8,12
10026,11,12,8,8,12
10027,12,12,13,11,12
10028,12,11,9,9,12
10029,11,11,11,12,11
10030,11,11,11,12,12
10031,13,12,12,12,12
10032,12,11,8,9,8
10033,12,11,9,10,12
10034,11,11,10,11,7
10035,12,12,8,10,12
10036,13,12,10,10,13
10037,12,13,11,13,13
10038,11,13,9,13,13
10039,12,11,10,10,12
10040,13,11,10,10,10
10041,12,13,11,13,11
10042,13,11,11,13,13
10043,13,11,10,10,13
10044,12,12,12,12,12
10045,13,12,12,12,12
10046,14,11,10,14,14
10047,13,10,10,10,12
10048,14,11,14,14,14
10049,14,11,14,14,14
10050,14,11,14,14,11
10051,13,12,9,9,12
10052,13,10,10,13,13
10053,13,11,10,10,13
10054,14,11,12,11,14
10055,13,11,13,7,9
10056,14,11,10,10,14
10057,14,11,8,8,14
10058,11,11,10,10,13
10059,14,11,11,10,14
10060,14,11,10,10,14
10061,14,11,9,9,14
10062,13,12,9,8,10
10063,13,12,9,13,10
10064,13,10,13,13,13
10065,13,12,11,10,13
10066,13,10,12,12,13
10067,13,10,10,10,13
10068,13,11,12,12,13
10069,14,11,10,10,12
10070,14,12,10,10,14
10071,14,12,9,12,14
10072,13,11,10,10,13
10073,11,11,12,10,13
10074,12,12,10,10,12
10075,14,12,10,14,14
10076,13,12,11,11,12
10077,14,12,14,14,12
10078,14,12,11,11,14
10079,11,11,7,10,12
10080,13,11,12,12,13
10081,13,12,10,10,12
10082,13,12,12,12,14
10083,13,13,12,12,13
10084,13,13,11,11,12
10085,13,11,12,12,13
10086,13,11,9,10,10
10087,13,12,13,12,13
10088,13,13,12,12,13
10089,13,13,12,12,13
10090,13,13,14,14,12
10091,11,11,10,10,13
10092,12,11,11,10,10
10093,13,11,10,10,12
10094,13,11,9,10,13
10095,11,11,10,9,12
10096,10,11,12,12,12
10097,12,11,8,8,12
10098,12,11,10,11,13
10099,13,12,12,13,10
10100,11,12,9,9,13
10101,12,11,8,12,10
10102,13,12,12,12,9
10103,13,11,11,13,13
10104,12,12,10,12,12
10105,12,12,10,10,13
10106,13,12,4,13,12
10107,13,12,12,11,13
10108,13,11,12,12,12
10109,13,12,9,9,9
10110,14,12,10,9,12
10111,12,11,10,10,11
10112,12,12,8,12,9
10113,12,12,12,12,12
10114,13,11,11,8,8
10115,12,12,12,12,12
10116,13,12,12,10,6
10117,12,11,10,10,12
10118,12,11,10,10,13
10119,12,12,12,13,8
10120,12,12,12,12,12
10121,13,12,12,11,9
10122,13,12,12,12,12
10123,13,12,10,10,11
10124,13,12,11,12,12
10125,12,12,12,12,12
10126,13,11,12,12,10
10127,14,12,10,12,9
10128,14,12,12,12,13
10129,14,11,10,14,14
10130,13,11,12,12,13
10131,14,12,14,12,12
10132,14,11,12,14,14
10133,12,11,12,11,9
10134,12,11,10,10,11
10135,13,11,11,13,13
10136,13,11,10,13,13
10137,14,11,10,10,14
10138,13,11,11,12,11
10139,12,10,8,8,12
10140,13,10,10,10,11
10141,12,11,10,10,13
10142,8,12,12,12,13
10143,13,12,12,12,13
10144,10,11,12,12,11
10145,14,12,14,14,10
10146,14,12,9,11,13
10147,13,11,12,12,13
10148,14,12,14,14,14
10149,13,11,12,12,11
10150,13,11,11,10,13
10151,14,12,14,14,14
10152,14,11,14,13,14
10153,14,11,14,10,14
10154,12,11,11,13,13
10155,14,11,11,11,13
10156,13,11,11,10,13
10157,10,11,12,12,13
10158,14,11,10,11,14
10159,14,12,10,10,14
10160,14,11,11,11,12
10161,14,12,14,11,13
10162,14,12,14,10,14
10163,14,12,11,11,13
10164,13,11,8,10,8
10165,14,11,14,14,14
10166,14,11,10,13,11
10167,14,12,10,10,12
10168,14,13,10,10,11
10169,14,13,11,10,14
10170,13,12,11,11,14
10171,13,12,12,12,13
10172,14,14,14,14,14
10173,12,13,12,12,12
10174,14,13,12,12,12
10175,14,14,10,13,15
10176,14,13,12,12,14
10177,15,13,11,14,13
10178,14,12,14,14,14
10179,13,13,4,4,10
10180,14,14,10,14,13
10181,14,13,14,14,10
10182,12,12,14,14,14
10183,10,13,14,14,14
10184,13,13,14,14,13
10185,14,13,12,14,14
10186,12,11,8,12,12
10187,10,12,11,7,12
10188,12,12,8,8,12
10189,12,10,12,12,12
10190,11,13,12,12,12
10191,13,12,12,12,12
10192,12,11,12,12,13
10193,12,12,11,12,13
10194,13,12,8,10,13
10195,13,12,12,12,11
10196,13,12,12,12,13
10197,11,12,12,12,13
10198,13,12,14,14,14
10199,13,12,12,12,13
10200,12,12,12,12,12
10201,12,11,12,13,13
10202,13,13,12,14,12
10203,12,10,12,12,12
10204,13,11,12,12,12
10205,12,11,9,12,13
10206,13,11,10,9,13
10207,13,12,10,9,13
10208,13,11,12,10,12
10209,12,12,12,12,13
10210,13,11,9,14,9
10211,12,12,10,9,11
10212,14,11,14,14,14
10213,14,12,11,9,14
10214,14,12,14,11,14
10215,14,12,10,10,14
10216,14,13,12,12,12
10217,13,13,12,12,13
10218,14,12,10,14,14
10219,13,13,12,12,14
10220,13,12,11,10,10
10221,14,13,12,12,12
10222,13,13,14,14,12
10223,14,13,10,10,14
10224,14,12,10,10,13
10225,14,12,8,9,14
10226,13,13,10,10,14
10227,12,12,12,12,13
10228,13,13,13,8,13
10229,12,12,11,12,12
10230,13,12,12,12,13
10231,12,12,10,12,12
10232,14,12,14,14,14
10233,14,12,14,14,14
10234,13,12,11,13,13
10235,13,12,11,12,12
10236,13,13,12,7,10
10237,13,13,12,14,14
10238,13,13,8,10,10
10239,12,12,12,12,12
10240,12,12,8,8,14
10241,14,13,10,11,14
10242,14,13,11,11,13
10243,13,13,12,14,12
10244,13,14,11,12,11
10245,14,14,10,14,12
10246,14,14,11,10,14
10247,14,13,10,14,12
10248,15,12,6,12,10
10249,15,13,12,12,12
10250,13,13,15,14,12
10251,14,12,12,12,14
10252,15,13,12,12,11
10253,15,13,12,12,15
10254,15,14,12,12,14
10255,14,14,10,14,12
10256,15,14,14,15,12
10257,15,13,8,14,14
10258,13,14,14,14,13
10259,15,14,14,14,15
10260,11,12,11,13,13
10261,13,12,13,13,12
10262,13,13,13,13,13
10263,13,12,13,12,12
10264,13,13,13,13,13
10265,12,11,10,10,11
10266,12,12,12,11,10
10267,10,12,12,12,12
10268,12,11,12,12,9
10269,12,12,12,12,9
10270,10,12,10,13,12
10271,12,11,11,12,12
10272,13,11,11,10,13
10273,12,12,12,12,13
10274,13,11,11,13,11
10275,12,12,12,12,11
10276,13,12,10,11,13
10277,13,12,10,12,13
10278,12,12,11,11,9
10279,13,12,13,13,12
10280,14,13,12,14,13
10281,14,13,12,12,12
10282,12,13,12,14,13
10283,12,13,11,14,11
10284,14,13,14,14,11
10285,12,12,6,11,11
10286,12,12,8,9,12
10287,12,13,8,10,13
10288,12,13,10,10,12
10289,13,13,12,11,13
10290,13,12,9,13,13
10291,13,13,11,13,13
10292,13,13,12,12,13
10293,13,12,10,10,11
10294,14,13,12,12,13
10295,13,12,12,12,12
10296,13,12,11,10,11
10297,13,12,10,10,12
10298,11,12,12,12,11
10299,14,13,9,14,12
10300,14,12,12,12,14
10301,13,13,14,14,14
10302,13,12,9,13,12
10303,11,12,11,11,11
10304,11,12,13,13,13
10305,14,11,9,14,14
10306,14,12,12,14,14
10307,14,12,11,11,14
10308,13,12,14,14,14
10309,14,13,12,12,12
10310,14,12,10,14,12
10311,13,12,12,11,13
10312,14,12,14,14,14
10313,14,13,13,13,14
10314,11,12,13,13,10
10315,13,13,12,12,13
10316,14,13,11,14,13
10317,14,13,14,14,10
10318,12,13,14,12,12
10319,13,13,11,13,13
10320,14,13,14,14,14
10321,12,14,12,12,11
10322,14,14,14,14,14
10323,13,14,15,15,10
10324,15,14,15,15,14
10325,15,14,15,15,15
10326,13,12,10,10,12
10327,14,12,12,12,12
10328,14,13,12,14,14
10329,12,13,12,12,9
10330,14,13,12,12,14
10331,13,13,12,12,14
10332,14,13,12,14,14
10333,13,12,9,9,14
10334,13,12,11,13,13
10335,13,13,11,10,14
10336,14,13,12,12,14
10337,14,12,12,14,14
10338,13,13,12,12,12
10339,13,12,12,12,14
10340,11,13,14,14,14
10341,11,12,10,12,11
10342,13,12,12,12,13
10343,13,13,12,12,10
10344,14,12,12,12,14
10345,12,12,12,12,12
10346,14,13,12,12,14
10347,14,13,14,14,14
10348,14,13,10,12,12
10349,13,14,14,12,12
10350,13,14,14,13,14
10351,11,13,14,14,14
10352,15,12,12,10,12
10353,15,13,12,12,13
10354,15,13,14,14,14
10355,15,12,14,14,14
10356,13,13,13,13,13
10357,11,13,13,15,13
10358,11,14,13,13,11
10359,14,14,11,13,12
10360,14,14,14,14,13
10361,15,14,14,14,14
10362,15,13,12,12,11
10363,15,14,14,14,12
10364,13,14,15,15,15
10365,13,12,10,10,10
10366,11,11,12,12,12
10367,12,12,12,12,12
10368,11,11,9,13,11
10369,12,12,12,13,13
10370,12,12,8,8,10
10371,11,11,9,8,11
10372,13,12,8,11,12
10373,13,11,11,13,13
10374,12,13,9,13,13
10375,12,11,12,12,12
10376,10,12,10,10,13
10377,12,11,12,12,12
10378,12,12,11,11,11
10379,14,12,14,14,14
10380,14,12,12,14,14
10381,13,12,12,12,11
10382,12,13,12,12,12
10383,14,11,14,14,14
10384,14,13,13,14,13
10385,11,12,12,11,11
10386,13,11,9,13,12
10387,13,11,11,13,11
10388,14,13,13,13,14
10389,14,13,10,10,14
10390,14,12,11,13,13
10391,13,12,14,12,10
10392,13,13,11,14,14
10393,14,12,12,12,14
10394,13,12,12,12,12
10395,13,13,12,12,13
10396,10,13,14,14,14
10397,11,12,11,13,8
10398,14,12,11,12,12
10399,14,13,13,14,14
10400,13,12,13,14,12
10401,14,13,14,11,12
10402,13,13,14,14,14
10403,15,13,13,13,13
10404,14,12,12,12,14
10405,13,13,14,11,14
10406,15,13,13,13,14
10407,15,13,12,12,15
10408,15,13,12,12,11
10409,12,12,10,11,10
10410,12,12,14,14,14
10411,14,12,10,14,14
10412,11,13,11,12,14
10413,15,13,12,12,15
10414,12,14,12,12,14
10415,14,14,11,15,15
10416,14,12,14,14,14
10417,14,12,11,12,12
10418,15,13,10,15,15
10419,15,11,12,12,11
10420,15,11,11,15,15
10421,14,11,8,14,14
10422,15,11,12,12,12
10423,14,12,14,14,14
10424,13,11,11,11,8
10425,15,12,13,15,15
10426,14,11,12,14,13
10427,14,11,12,8,14
10428,14,12,14,14,14
10429,14,11,8,8,14
10430,14,12,10,11,12
10431,14,12,12,12,14
10432,14,12,10,14,14
10433,14,12,11,15,12
10434,13,13,10,10,14
10435,14,13,12,12,14
10436,14,13,12,12,12
10437,13,13,12,12,14
10438,14,13,14,14,12
10439,14,12,14,14,14
10440,14,11,9,9,13
10441,11,12,11,8,13
10442,14,12,12,12,12
10443,15,12,14,14,15
10444,14,12,8,10,15
10445,15,12,11,15,15
10446,15,12,11,10,8
10447,15,12,10,10,13
10448,15,13,12,12,15
10449,14,13,12,12,15
10450,14,13,14,12,13
10451,14,13,13,14,14
10452,14,13,12,12,12
10453,14,14,12,14,14
10454,14,14,12,12,12
10455,13,14,11,12,13
10456,15,14,13,14,13
10457,15,13,11,8,15
10458,16,13,16,13,16
10459,16,13,12,12,16
10460,16,14,14,14,16
10461,16,14,16,16,16
10462,14,14,12,12,15
10463,16,14,12,12,16
10464,15,13,14,14,15
10465,13,13,15,15,15
10466,15,13,13,13,15
10467,15,14,11,15,14
10468,16,14,13,13,16
10469,15,15,15,12,15
10470,12,15,16,16,16
10471,16,11,12,16,16
10472,15,11,11,13,15
10473,16,12,12,16,14
10474,15,12,9,13,15
10475,13,12,11,12,13
10476,15,12,13,13,15
10477,16,13,16,16,16
10478,15,13,13,15,15
10479,13,13,14,14,14
10480,16,14,16,16,13
10481,16,13,12,16,16
10482,15,13,15,15,15
10483,14,13,13,15,15
10484,16,14,13,16,16
10485,7,14,13,14,16
10486,16,14,14,14,16
10487,15,14,14,15,15
10488,12,15,16,16,16
10489,15,15,15,15,16
10490,16,15,16,16,15
10491,9,9,8,8,9
10492,9,9,7,7,8
10493,9,9,8,8,9
10494,10,8,8,8,8
10495,10,9,7,10,9
10496,10,10,8,10,9
10497,10,9,8,10,10
10498,9,10,7,10,8
10499,10,10,10,10,9
10500,11,11,10,11,11
10501,10,10,8,10,10
10502,10,10,8,8,10
10503,11,11,8,7,11
10504,10,10,8,8,10
10505,11,10,11,11,10
10506,10,9,10,10,10
10507,11,9,11,11,11
10508,9,10,10,10,10
10509,11,10,7,8,11
10510,11,11,10,10,10
10511,11,11,8,8,11
10512,11,10,10,10,11
10513,11,11,10,10,9
10514,11,11,10,10,11
10515,11,11,11,11,11
10516,11,9,10,10,11
10517,11,10,8,11,11
10518,10,10,8,8,11
10519,9,11,10,11,11
10520,12,10,12,12,12
10521,12,9,10,10,12
10522,12,9,12,12,12
10523,12,10,12,12,12
10524,12,10,4,12,12
10525,12,11,12,12,12
10526,11,11,10,10,10
10527,11,11,9,11,10
10528,12,10,10,12,12
10529,11,11,5,12,12
10530,12,12,12,12,12
10531,12,10,12,12,12
10532,12,12,12,12,12
10533,12,11,12,12,12
10534,12,12,12,12,12
10535,12,11,12,12,12
10536,10,10,8,10,11
10537,10,11,10,10,11
10538,11,10,9,10,11
10539,11,11,9,11,10
10540,10,11,9,11,11
10541,11,11,9,10,9
10542,12,12,9,9,10
10543,12,10,12,12,9
10544,12,11,12,12,12
10545,10,11,11,11,11
10546,11,12,10,10,11
10547,11,11,12,12,5
10548,12,11,12,12,12
10549,12,12,11,12,9
10550,11,12,9,11,12
10551,11,11,12,11,12
10552,12,11,12,11,11
10553,12,11,12,8,12
10554,12,11,12,12,11
10555,12,12,12,12,12
10556,13,11,13,13,13
10557,13,11,13,13,13
10558,13,12,13,13,9
10559,12,12,13,11,12
10560,9,12,13,13,13
10561,10,9,7,11,11
10562,10,9,10,8,8
10563,10,10,8,10,10
10564,11,10,8,11,11
10565,11,9,8,10,11
10566,11,9,7,7,11
10567,11,10,9,11,11
10568,11,9,8,10,10
10569,10,10,10,10,10
10570,10,9,7,8,10
10571,11,10,10,11,10
10572,10,9,8,8,10
10573,10,10,7,10,9
10574,9,10,10,10,11
10575,11,9,8,11,11
10576,10,9,10,10,11
10577,11,11,9,11,11
10578,11,11,8,8,11
10579,11,11,9,10,9
10580,11,9,8,8,11
10581,10,10,10,10,11
10582,11,10,8,6,11
10583,11,9,10,10,10
10584,11,10,11,9,11
10585,12,9,8,8,12
10586,12,10,9,9,12
10587,12,10,12,12,10
10588,12,11,12,12,12
10589,12,10,8,10,10
10590,7,10,12,12,10
10591,9,11,4,12,12
10592,11,11,12,12,12
10593,10,9,10,11,10
10594,10,10,9,9,9
10595,10,10,11,9,11
10596,10,11,10,10,11
10597,11,11,8,10,11
10598,11,9,6,9,12
10599,11,10,12,12,12
10600,11,10,12,12,12
10601,11,11,12,12,12
10602,12,12,12,12,12
10603,12,12,9,10,12
10604,12,10,12,12,12
10605,12,11,12,12,12
10606,12,10,12,9,12
10607,12,10,12,12,12
10608,12,10,12,12,12
10609,11,10,6,9,11
10610,12,11,12,12,12
10611,11,10,10,12,12
10612,12,10,4,8,12
10613,10,10,10,9,12
10614,11,11,12,12,12
10615,9,12,12,12,12
10616,12,12,12,12,12
10617,12,11,8,12,11
10618,12,11,10,10,12
10619,12,11,9,9,10
10620,12,11,10,10,10
10621,11,11,8,9,9
10622,11,12,12,12,12
10623,12,11,10,10,10
10624,10,12,12,12,8
10625,12,10,12,12,12
10626,11,10,11,11,11
10627,12,11,10,10,12
10628,11,11,11,11,11
10629,11,11,11,11,11
10630,11,11,8,9,11
10631,11,10,10,10,10
10632,12,10,12,12,12
10633,12,11,12,12,12
10634,9,11,11,11,11
10635,12,11,10,10,10
10636,12,12,10,8,12
10637,12,12,8,8,12
10638,12,11,10,10,12
10639,12,11,12,12,11
10640,12,12,12,12,12
10641,12,10,10,10,12
10642,12,10,12,12,12
10643,11,10,10,10,12
10644,11,10,8,10,12
10645,12,11,9,9,12
10646,12,11,8,8,9
10647,12,10,10,12,10
10648,12,11,10,10,12
10649,13,10,10,10,13
10650,13,10,10,10,13
10651,13,10,10,10,13
10652,13,11,10,10,11
10653,13,10,10,10,13
10654,13,11,10,12,11
10655,12,12,9,10,12
10656,12,12,10,10,12
10657,13,11,12,12,11
10658,13,11,10,13,13
10659,13,12,10,10,13
10660,12,12,12,12,12
10661,12,12,12,10,12
10662,12,12,12,12,11
10663,13,12,10,10,13
10664,13,11,12,12,11
10665,13,11,12,12,7
10666,13,12,12,12,12
10667,13,11,12,12,13
10668,11,12,12,11,12
10669,12,10,10,9,12
10670,11,10,9,11,11
10671,12,11,11,11,12
10672,11,10,10,12,12
10673,12,11,10,12,12
10674,11,11,11,8,8
10675,12,11,12,12,12
10676,11,11,8,9,10
10677,11,10,9,9,10
10678,10,10,11,10,10
10679,11,12,10,10,11
10680,12,11,10,10,12
10681,11,10,10,11,11
10682,12,10,12,12,12
10683,12,10,10,9,12
10684,12,11,9,12,11
10685,11,10,12,12,12
10686,12,11,12,12,12
10687,11,11,12,12,8
10688,11,11,12,12,12
10689,13,13,12,12,13
10690,12,12,10,11,13
10691,13,11,10,13,13
10692,11,12,11,12,13
10693,13,12,12,12,13
10694,12,12,12,12,12
10695,13,12,12,12,12
10696,12,12,12,12,12
10697,13,13,11,11,10
10698,13,12,12,12,12
10699,12,12,12,12,13
10700,13,13,10,13,13
10701,13,13,12,12,12
10702,13,10,9,13,13
10703,11,10,9,12,12
10704,13,10,11,13,13
10705,13,11,10,12,11
10706,12,10,8,12,12
10707,12,11,12,10,12
10708,12,10,8,12,9
10709,12,11,9,12,10
10710,13,11,11,11,12
10711,10,12,10,10,10
10712,12,12,8,12,11
10713,13,12,10,9,13
10714,12,12,12,12,11
10715,12,11,8,10,12
10716,13,11,12,12,11
10717,13,11,11,10,11
10718,13,12,12,13,11
10719,13,12,12,13,13
10720,12,11,12,12,12
10721,13,11,11,11,13
10722,13,12,10,10,12
10723,11,12,12,12,12
10724,13,13,12,12,12
10725,12,13,12,13,13
10726,11,11,9,11,11
10727,11,11,11,9,12
10728,12,10,9,9,12
10729,12,11,12,12,12
10730,12,11,12,12,10
10731,11,12,12,12,12
10732,13,12,13,9,12
10733,13,11,13,13,12
10734,13,12,13,13,13
10735,12,13,13,13,13
10736,11,12,12,12,12
10737,13,13,9,12,13
10738,12,12,9,12,12
10739,12,13,11,12,11
10740,11,12,10,12,9
10741,13,12,10,13,8
10742,12,12,8,8,12
10743,12,13,8,13,13
10744,12,12,8,7,12
10745,13,13,9,13,13
10746,12,11,9,12,12
10747,13,12,10,13,13
10748,13,11,8,11,13
10749,12,12,9,12,13
10750,13,11,10,13,12
10751,12,11,12,12,10
10752,11,11,12,12,12
10753,12,11,12,12,12
10754,13,11,12,13,11
10755,12,11,10,12,9
10756,12,11,10,12,12
10757,13,12,12,12,12
10758,12,10,9,5,11
10759,12,10,8,8,10
10760,12,12,10,10,12
10761,13,11,11,13,13
10762,13,11,12,13,13
10763,12,11,12,12,12
10764,11,12,10,10,13
10765,10,11,12,12,12
10766,13,12,11,11,11
10767,13,13,12,13,13
10768,14,12,12,12,14
10769,14,12,12,14,14
10770,14,13,12,12,14
10771,14,13,12,14,14
10772,12,11,10,10,12
10773,12,11,12,12,12
10774,11,11,12,12,12
10775,12,11,12,12,12
10776,9,11,12,12,12
10777,12,11,9,12,9
10778,13,12,8,9,13
10779,12,11,12,11,11
10780,11,12,10,10,10
10781,13,11,10,10,12
10782,13,11,10,10,10
10783,13,11,12,12,13
10784,12,12,12,12,10
10785,13,12,12,12,12
10786,12,12,12,12,12
10787,12,13,8,12,13
10788,13,13,12,12,13
10789,13,13,12,12,11
10790,12,12,12,12,12
10791,12,13,12,12,13
10792,12,12,10,10,6
10793,12,13,12,12,9
10794,13,13,12,12,12
10795,13,11,12,12,13
10796,13,12,13,13,13
10797,12,12,11,11,13
10798,12,11,10,13,12
10799,10,12,12,12,13
10800,12,11,9,13,12
10801,13,12,11,13,13
10802,14,10,8,10,10
10803,14,11,6,10,12
10804,14,11,11,9,14
10805,7,12,11,10,11
10806,12,12,12,11,11
10807,13,12,11,10,11
10808,14,11,10,11,12
10809,14,12,12,13,14
10810,14,11,9,11,14
10811,14,11,10,10,14
10812,14,12,10,14,14
10813,14,12,11,10,14
10814,12,13,12,12,12
10815,14,13,12,12,12
10816,10,13,12,10,14
10817,15,12,10,15,15
10818,15,13,8,9,15
10819,15,13,11,8,15
10820,12,10,12,12,12
10821,11,11,12,12,12
10822,11,11,9,12,12
10823,11,11,10,10,12
10824,12,12,6,10,12
10825,13,11,12,12,10
10826,13,11,13,12,12
10827,12,11,10,10,11
10828,12,12,12,12,12
10829,13,12,10,9,13
10830,12,12,12,12,12
10831,12,12,11,11,12
10832,13,13,10,12,13
10833,12,13,12,12,12
10834,13,12,12,12,13
10835,12,13,10,10,12
10836,13,13,12,12,12
10837,12,11,12,12,12
10838,12,12,9,10,12
10839,13,11,11,13,12
10840,13,11,12,11,13
10841,12,12,12,12,12
10842,13,12,12,13,13
10843,13,12,12,12,11
10844,12,13,10,10,13
10845,12,13,12,12,12
10846,13,13,13,13,13
10847,13,11,10,10,10
10848,13,11,10,10,13
10849,13,12,12,12,8
10850,12,11,12,12,10
10851,12,12,8,13,13
10852,14,10,14,14,14
10853,14,10,9,10,14
10854,14,11,11,8,12
10855,14,11,10,10,14
10856,13,12,9,10,14
10857,13,11,10,12,13
10858,13,12,12,12,12
10859,14,11,12,12,10
10860,14,11,9,14,10
10861,14,12,8,14,12
10862,13,12,11,13,12
10863,14,13,11,13,12
10864,14,13,11,14,11
10865,14,12,10,14,14
10866,13,13,12,13,13
10867,13,14,9,11,12
10868,13,13,14,12,13
10869,13,13,13,12,13
10870,13,14,14,14,12
10871,12,12,12,12,12
10872,12,12,13,13,13
10873,13,12,11,11,11
10874,12,13,10,10,12
10875,12,12,8,12,13
10876,13,13,12,12,10
10877,12,12,12,13,11
10878,11,12,12,8,13
10879,13,12,11,13,13
10880,14,12,8,14,14
10881,13,13,10,12,14
10882,14,12,8,14,8
10883,14,13,11,14,9
10884,14,14,9,8,12
10885,14,13,14,10,14
10886,14,13,10,13,12
10887,14,14,11,11,11
10888,14,14,12,12,12
10889,12,10,12,12,12
10890,12,12,12,12,12
10891,12,12,8,8,10
10892,11,12,7,12,9
10893,9,12,12,12,12
10894,13,12,12,12,12
10895,12,12,10,11,13
10896,13,12,10,12,11
10897,13,13,8,11,13
10898,12,11,12,12,12
10899,13,12,12,12,12
10900,12,11,12,12,12
10901,12,12,12,12,12
10902,13,12,13,13,12
10903,13,12,12,12,13
10904,13,12,12,12,12
10905,13,11,10,11,11
10906,12,12,12,12,13
10907,14,11,12,12,14
10908,14,12,13,11,13
10909,14,11,10,14,9
10910,13,11,10,10,10
10911,13,12,12,12,12
10912,12,12,12,12,14
10913,14,12,14,14,14
10914,11,12,12,12,13
10915,13,12,11,11,13
10916,12,12,11,12,12
10917,13,13,10,10,13
10918,13,13,12,12,12
10919,13,12,13,13,12
10920,12,12,12,13,13
10921,13,12,12,11,13
10922,13,12,12,11,13
10923,14,11,10,10,14
10924,14,11,10,10,14
10925,14,12,12,12,14
10926,14,12,10,10,14
10927,12,12,13,13,13
10928,13,13,10,13,14
10929,14,12,14,12,10
10930,14,12,12,12,12
10931,14,13,12,12,12
10932,13,13,14,14,14
10933,14,12,12,12,12
10934,14,13,12,12,12
10935,13,12,11,11,13
10936,13,13,12,12,14
10937,13,12,12,13,12
10938,13,12,12,12,14
10939,13,12,9,11,13
10940,14,13,12,14,14
10941,14,13,14,14,14
10942,14,12,14,14,12
10943,13,12,9,12,13
10944,13,12,12,12,13
10945,13,12,14,14,14
10946,14,13,12,13,13
10947,13,12,14,14,14
10948,14,12,14,12,13
10949,13,13,14,14,13
10950,13,13,14,14,14
