graph_number,is_bipartite,num_edges,diameter,clique_num,is_distance_regular,is_eulerian,cut_vertice_list,num_cut_vertices,cycle_basis,degree_sequence,aut_group_generator,grp_size_1,orbits,num_orbits,3_cycle_size_str,4_cycle_size_str,5_cycle_size_str,6_cycle_size_str,7_cycle_size_str
414, False ,13,2,4, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 2, 6], [5, 1, 6], [3, 5, 0], [3, 4, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 4), (4, 3), (5, 5), (6, 6)] "," [[3, 1, 2, 0, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",4," [0, 1, 1, 0, 4, 5, 6] ",5,7,0,0,0,0
415, False ,13,2,4, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [5, 1, 6, 0], [3, 5, 0], [4, 5, 0], [3, 4, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 4), (4, 4), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 4, 3, 5, 6], [3, 1, 2, 0, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",24," [0, 1, 1, 0, 0, 5, 5] ",3,5,2,0,0,0
416, False ,14,2,5, False , True , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 2, 6], [5, 1, 6], [3, 5, 0], [4, 5, 0], [3, 4, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 4), (4, 4), (5, 6), (6, 6)] "," [[0, 1, 2, 3, 4, 6, 5], [0, 1, 2, 4, 3, 5, 6], [3, 1, 2, 0, 4, 5, 6], [0, 2, 1, 3, 4, 5, 6]] ",24," [0, 1, 1, 0, 0, 5, 5] ",3,8,0,0,0,0
417, False ,8,3,2, False , False , [6] ,1," [[4, 1, 6, 0], [3, 5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 2), (5, 2), (6, 3)] "," [[1, 0, 2, 5, 4, 3, 6]] ",2," [0, 0, 2, 3, 4, 3, 6] ",5,0,1,1,0,0
418, False ,9,3,3, False , False , [6] ,1," [[4, 6, 0], [4, 1, 6], [3, 5, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 3), (5, 2), (6, 4)] "," [[1, 0, 2, 5, 4, 3, 6]] ",2," [0, 0, 2, 3, 4, 3, 6] ",5,2,0,1,0,0
419, False ,9,3,3, False , False , [6] ,1," [[3, 6, 0], [4, 1, 6, 0], [3, 5, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 3), (4, 2), (5, 2), (6, 4)] "," [[3, 1, 2, 0, 5, 4, 6]] ",2," [0, 1, 2, 0, 4, 4, 6] ",5,1,2,0,0,0
420, False ,10,3,3, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [4, 1, 6], [3, 5, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 3), (4, 3), (5, 2), (6, 5)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,3,1,0,0,0
421, False ,11,2,3, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [1, 5, 6], [3, 5, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 3), (4, 3), (5, 3), (6, 6)] "," [[0, 5, 2, 4, 3, 1, 6], [1, 3, 2, 4, 5, 0, 6]] ",10," [0, 0, 2, 0, 0, 0, 6] ",3,5,0,0,0,0
422, False ,7,3,2, True , True , [] ,0," [[3, 6, 2, 5, 1, 4, 0]] "," [(0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2)] "," [[0, 6, 5, 4, 3, 2, 1], [1, 0, 6, 5, 4, 3, 2]] ",14," [0, 0, 0, 0, 0, 0, 0] ",1,0,0,0,0,1
423, False ,8,4,3, False , False ," [4, 0] ",2," [[1, 6, 4], [1, 5, 2, 6]] "," [(0, 2), (1, 3), (2, 2), (3, 1), (4, 3), (5, 2), (6, 3)] "," [[0, 6, 5, 3, 4, 2, 1]] ",2," [0, 1, 2, 3, 4, 2, 1] ",5,1,1,0,0,0
424, False ,8,3,2, False , False , [] ,0," [[3, 6, 1, 4, 0], [5, 2, 6, 1]] "," [(0, 2), (1, 3), (2, 2), (3, 2), (4, 2), (5, 2), (6, 3)] "," [[0, 6, 5, 4, 3, 2, 1]] ",2," [0, 1, 2, 3, 3, 2, 1] ",4,0,1,1,0,0
425, False ,9,3,3, False , False , [] ,0," [[1, 6, 4], [3, 6, 4, 0], [1, 5, 2, 6]] "," [(0, 2), (1, 3), (2, 2), (3, 2), (4, 3), (5, 2), (6, 4)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,1,2,0,0,0
426, False ,8,3,3, False , False , [0] ,1," [[2, 5, 6], [4, 1, 5, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 2), (5, 3), (6, 3)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,1,0,1,0,0
427, False ,8,4,3, False , False , [0] ,1," [[4, 6, 0], [4, 1, 5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 1), (4, 3), (5, 2), (6, 3)] "," [[0, 2, 1, 3, 6, 5, 4]] ",2," [0, 1, 1, 3, 4, 5, 4] ",5,1,0,1,0,0
428, False ,8,3,3, False , False , [] ,0," [[3, 6, 0], [4, 1, 5, 2, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 3)] "," [[6, 5, 4, 3, 2, 1, 0]] ",2," [0, 1, 2, 3, 2, 1, 0] ",4,1,0,0,1,0
429, False ,9,3,3, False , False , [] ,0," [[3, 6, 0], [2, 5, 6], [4, 1, 5, 6, 0]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 2), (5, 3), (6, 4)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,2,0,1,0,0
430, False ,9,3,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [4, 1, 5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 2), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,0,1,0,0
431, False ,8,4,3, False , False ," [5, 0] ",2," [[1, 5, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 1), (4, 2), (5, 3), (6, 3)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,1,1,0,0,0
432, False ,8,5,3, False , False ," [5, 1, 0] ",3," [[4, 6, 0], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 1), (4, 3), (5, 2), (6, 3)] "," [[0, 1, 2, 3, 6, 5, 4]] ",2," [0, 1, 2, 3, 4, 5, 4] ",6,2,0,0,0,0
433, False ,9,4,3, False , False ," [5, 0] ",2," [[4, 6, 0], [1, 5, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 1), (4, 3), (5, 3), (6, 4)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,3,0,0,0,0
434, False ,8,4,3, False , False ," [5, 1] ",2," [[3, 6, 0], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 2), (5, 2), (6, 3)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,1,1,0,0,0
435, False ,9,3,3, False , False , [5] ,1," [[3, 6, 0], [1, 5, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 2), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,1,0,0,0
436, False ,9,4,3, False , False ," [5, 1] ",2," [[3, 6, 0], [4, 6, 0], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 3), (5, 2), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,0,0,0,0
437, True ,8,4,2, False , False , [0] ,1," [[1, 5, 2, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 2), (5, 2), (6, 3)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,0,2,0,0,0
438, False ,9,3,3, False , False , [0] ,1," [[1, 5, 6], [2, 5, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 2), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,1,0,0,0
439, False ,9,4,3, False , False , [0] ,1," [[4, 6, 0], [1, 5, 2, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 3), (5, 2), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,1,0,0,0
440, False ,10,3,3, False , False , [0] ,1," [[4, 6, 0], [1, 5, 6], [2, 5, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 1), (4, 3), (5, 3), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,0,0,0,0
441, False ,9,3,3, False , False , [] ,0," [[3, 6, 0], [1, 5, 2, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 2), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,1,2,0,0,0
442, False ,10,3,3, False , False , [] ,0," [[3, 6, 0], [1, 5, 6], [2, 5, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 3), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,1,0,0,0
443, False ,10,3,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [1, 5, 2, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 2), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,1,0,0,0
444, False ,11,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [1, 5, 6], [2, 5, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 3), (6, 6)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,5,0,0,0,0
445, False ,10,3,3, False , False , [] ,0," [[3, 6, 1, 4, 0], [5, 6, 1], [5, 2, 6], [3, 5, 1, 4, 0]] "," [(0, 2), (1, 3), (2, 2), (3, 3), (4, 2), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 4, 6, 5], [4, 3, 2, 1, 0, 5, 6]] ",4," [0, 1, 2, 1, 0, 5, 5] ",4,2,0,2,0,0
446, False ,9,2,3, False , False , [] ,0," [[4, 6, 0], [3, 5, 2, 6, 0], [4, 1, 5, 2, 6]] "," [(0, 3), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 3)] "," [[6, 1, 3, 2, 4, 5, 0], [0, 2, 1, 3, 6, 5, 4]] ",6," [0, 1, 1, 1, 0, 5, 0] ",3,1,0,2,0,0
447, False ,10,3,3, False , False , [5] ,1," [[3, 6, 0], [1, 5, 6], [3, 5, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 1), (3, 3), (4, 2), (5, 4), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,1,0,0,0
448, False ,10,3,3, False , False , [5] ,1," [[3, 6, 0], [4, 6, 0], [4, 1, 6], [3, 5, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 3), (4, 3), (5, 3), (6, 4)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,3,1,0,0,0
449, False ,11,3,3, False , False , [5] ,1," [[3, 6, 0], [4, 6, 0], [1, 5, 6], [3, 5, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 1), (3, 3), (4, 3), (5, 4), (6, 5)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,5,0,0,0,0
450, False ,9,3,2, False , False , [] ,0," [[1, 5, 2, 6], [3, 5, 2, 6, 0], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 2), (5, 3), (6, 3)] "," [[5, 6, 4, 3, 2, 0, 1]] ",2," [0, 1, 2, 3, 2, 0, 1] ",4,0,2,1,0,0
451, False ,10,2,3, False , False , [] ,0," [[4, 6, 0], [1, 5, 2, 6], [3, 5, 2, 6, 0], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,1,1,0,0
452, False ,11,2,3, False , False , [] ,0," [[4, 6, 0], [1, 5, 6], [2, 5, 6], [3, 5, 6, 0], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 4), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,1,0,0,0
453, False ,10,3,3, False , False , [] ,0," [[3, 6, 0], [1, 5, 2, 6], [3, 5, 2, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 3), (4, 2), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,1,3,0,0,0
454, False ,11,3,3, False , False , [] ,0," [[3, 6, 0], [1, 5, 6], [2, 5, 6], [3, 5, 6], [4, 1, 6, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 3), (4, 2), (5, 4), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,1,0,0,0
455, False ,11,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [1, 5, 2, 6], [3, 5, 2, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 3), (4, 3), (5, 3), (6, 5)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,3,2,0,0,0
456, False ,12,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [1, 5, 6], [2, 5, 6], [3, 5, 6], [4, 1, 6]] "," [(0, 3), (1, 3), (2, 2), (3, 3), (4, 3), (5, 4), (6, 6)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,6,0,0,0,0
457, False ,11,3,4, False , False , [0] ,1," [[4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 1), (4, 4), (5, 4), (6, 5)] "," [[0, 2, 1, 3, 5, 4, 6]] ",2," [0, 1, 1, 3, 4, 4, 6] ",5,5,0,0,0,0
458, False ,10,2,3, False , False , [] ,0," [[3, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [4, 5, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4)] "," [[0, 2, 1, 3, 5, 4, 6]] ",2," [0, 1, 1, 3, 4, 4, 6] ",5,2,2,0,0,0
459, False ,11,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [4, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 2), (4, 4), (5, 3), (6, 5)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,4,1,0,0,0
460, False ,12,2,4, False , True , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 2), (4, 4), (5, 4), (6, 6)] "," [[5, 1, 3, 2, 4, 0, 6], [0, 2, 1, 3, 5, 4, 6]] ",6," [0, 1, 1, 1, 0, 0, 6] ",3,6,0,0,0,0
461, False ,10,3,3, False , False , [6] ,1," [[4, 5, 0], [3, 6, 5, 0], [4, 6, 5], [4, 1, 5]] "," [(0, 3), (1, 2), (2, 1), (3, 2), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 5, 4, 6]] ",2," [0, 1, 2, 3, 4, 4, 6] ",6,3,1,0,0,0
462, False ,10,3,3, False , False , [6] ,1," [[4, 5, 0], [4, 1, 5], [3, 6, 1, 5, 0], [4, 6, 1]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 4), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,0,1,0,0
463, False ,11,3,4, False , False , [6] ,1," [[4, 5, 0], [1, 6, 5], [3, 6, 5, 0], [4, 6, 5], [4, 1, 5]] "," [(0, 3), (1, 3), (2, 1), (3, 2), (4, 4), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6]] ",2," [0, 1, 2, 3, 4, 4, 6] ",6,4,1,0,0,0
464, False ,10,3,4, False , False ," [6, 0] ",2," [[4, 6, 0], [5, 6, 0], [4, 5, 0], [4, 1, 5]] "," [(0, 4), (1, 2), (2, 1), (3, 1), (4, 4), (5, 4), (6, 4)] "," [[0, 1, 2, 3, 5, 4, 6], [6, 1, 3, 2, 4, 5, 0]] ",4," [0, 1, 2, 2, 4, 4, 0] ",4,4,0,0,0,0
465, False ,11,3,4, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 5, 0], [4, 1, 5]] "," [(0, 4), (1, 2), (2, 1), (3, 2), (4, 4), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6]] ",2," [0, 1, 2, 3, 4, 4, 6] ",6,5,0,0,0,0
466, False ,11,3,4, False , False ," [6, 0] ",2," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 1), (4, 4), (5, 4), (6, 5)] "," [[0, 1, 2, 3, 5, 4, 6]] ",2," [0, 1, 2, 3, 4, 4, 6] ",6,5,0,0,0,0
467, False ,11,3,3, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 2), (4, 4), (5, 3), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,1,0,0,0
468, False ,12,2,4, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 2), (4, 4), (5, 4), (6, 6)] "," [[0, 1, 2, 3, 5, 4, 6]] ",2," [0, 1, 2, 3, 4, 4, 6] ",6,6,0,0,0,0
469, False ,10,3,3, False , False , [6] ,1," [[3, 5, 0], [4, 1, 5, 0], [3, 6, 1, 5], [4, 6, 1]] "," [(0, 3), (1, 3), (2, 1), (3, 3), (4, 3), (5, 3), (6, 4)] "," [[5, 4, 2, 3, 1, 0, 6]] ",2," [0, 1, 2, 3, 1, 0, 6] ",5,2,2,0,0,0
470, False ,10,3,3, False , False , [6] ,1," [[5, 6, 0], [4, 1, 6, 0], [5, 1, 6], [3, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 2), (4, 2), (5, 4), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,1,0,0,0
471, False ,11,3,3, False , False , [6] ,1," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [3, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 2), (4, 3), (5, 4), (6, 5)] "," [[5, 4, 2, 3, 1, 0, 6]] ",2," [0, 1, 2, 3, 1, 0, 6] ",5,5,0,0,0,0
472, False ,11,3,4, False , False , [6] ,1," [[3, 6, 0], [5, 6, 0], [4, 1, 6, 0], [5, 1, 6], [3, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 3), (4, 2), (5, 4), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,1,0,0,0
473, False ,11,3,3, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [3, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 3), (4, 3), (5, 3), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,1,0,0,0
474, False ,12,2,4, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [3, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 3), (4, 3), (5, 4), (6, 6)] "," [[5, 4, 2, 3, 1, 0, 6]] ",2," [0, 1, 2, 3, 1, 0, 6] ",5,6,0,0,0,0
475, False ,12,3,3, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0], [3, 5, 0], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 3), (4, 4), (5, 4), (6, 5)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,5,1,0,0,0
476, False ,13,2,4, False , False , [6] ,1," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [3, 5, 0], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 3), (4, 4), (5, 5), (6, 6)] "," [[4, 3, 2, 1, 0, 5, 6]] ",2," [0, 1, 2, 1, 0, 5, 6] ",5,7,0,0,0,0
477, False ,10,2,3, False , False , [] ,0," [[1, 6, 2, 5], [3, 6, 2, 5, 0], [4, 6, 2, 5, 0], [4, 1, 5, 0]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,0,2,2,0,0
478, False ,10,3,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [4, 1, 5, 0]] "," [(0, 4), (1, 2), (2, 2), (3, 2), (4, 3), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,2,0,0,0
479, False ,10,3,3, False , False ," [5, 0] ",2," [[4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6]] "," [(0, 4), (1, 3), (2, 1), (3, 1), (4, 3), (5, 4), (6, 4)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,4,0,0,0,0
480, False ,10,3,3, False , False , [5] ,1," [[3, 6, 0], [4, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 2), (4, 3), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,1,0,0,0
481, False ,10,3,3, False , False , [0] ,1," [[4, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 4), (1, 3), (2, 2), (3, 1), (4, 3), (5, 3), (6, 4)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,2,2,0,0,0
482, False ,11,3,3, False , False , [0] ,1," [[4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 4), (1, 3), (2, 2), (3, 1), (4, 3), (5, 4), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,5,0,0,0,0
483, False ,10,3,3, False , False , [] ,0," [[3, 6, 0], [5, 2, 6, 0], [4, 1, 6, 0], [5, 1, 6, 0]] "," [(0, 4), (1, 3), (2, 2), (3, 2), (4, 2), (5, 3), (6, 4)] "," [[6, 5, 4, 3, 2, 1, 0]] ",2," [0, 1, 2, 3, 2, 1, 0] ",4,1,3,0,0,0
484, False ,11,3,3, False , False , [] ,0," [[3, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6, 0], [5, 1, 6]] "," [(0, 4), (1, 3), (2, 2), (3, 2), (4, 2), (5, 4), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,1,0,0,0
485, False ,11,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0]] "," [(0, 4), (1, 3), (2, 2), (3, 2), (4, 3), (5, 3), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,3,2,0,0,0
486, False ,12,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6], [5, 1, 6]] "," [(0, 4), (1, 3), (2, 2), (3, 2), (4, 3), (5, 4), (6, 6)] "," [[5, 4, 3, 2, 1, 0, 6]] ",2," [0, 1, 2, 2, 1, 0, 6] ",4,6,0,0,0,0
487, False ,12,2,4, False , False , [] ,0," [[4, 5, 0], [1, 6, 5], [2, 6, 5], [3, 6, 5, 0], [4, 6, 5], [4, 1, 5]] "," [(0, 3), (1, 3), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,5,1,0,0,0
488, False ,12,3,4, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 5, 0], [4, 1, 5]] "," [(0, 4), (1, 2), (2, 2), (3, 2), (4, 4), (5, 5), (6, 5)] "," [[4, 3, 2, 1, 0, 6, 5]] ",2," [0, 1, 2, 1, 0, 5, 5] ",4,6,0,0,0,0
489, False ,12,3,4, False , False , [5] ,1," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 1), (3, 2), (4, 4), (5, 5), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,6,0,0,0,0
490, False ,12,3,4, False , False , [0] ,1," [[4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 2), (3, 1), (4, 4), (5, 5), (6, 5)] "," [[0, 1, 2, 3, 4, 6, 5]] ",2," [0, 1, 2, 3, 4, 5, 5] ",6,6,0,0,0,0
491, False ,12,2,3, False , False , [] ,0," [[3, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6, 0], [5, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 2), (3, 2), (4, 3), (5, 5), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,5,1,0,0,0
492, False ,12,2,3, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 2, 6, 0], [4, 1, 6], [5, 1, 6, 0], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 2), (3, 2), (4, 4), (5, 4), (6, 5)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,4,2,0,0,0
493, False ,13,2,4, False , False , [] ,0," [[3, 6, 0], [4, 6, 0], [5, 6, 0], [5, 2, 6], [4, 1, 6], [5, 1, 6], [4, 5, 0]] "," [(0, 4), (1, 3), (2, 2), (3, 2), (4, 4), (5, 5), (6, 6)] ", [] ,1," [0, 1, 2, 3, 4, 5, 6] ",7,7,0,0,0,0
